etf,days_in_ledger,long_pnl_usd,short_pnl_usd,gross_trading_pnl_usd,borrow_paid_usd,borrow_underlying_usd,margin_debit_allocated_usd,short_credit_usd,net_financing_allocated_usd,txn_cost_usd,turnover_usd,rebalance_days,gross_notional_mean,gross_notional_max,net_trading_pnl_usd,flow_sleeve_alloc_max_usd,flow_sleeve_alloc_days_gt0,underlying,beta_abs,bucket_universe,incumbent_cohort,from_screener_extra,pair_weight_gtp,bucket_runtime_last
DUOG,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0,DUOL,2.011,bucket_core_screener,post_start,1,0.008058752962444241,bucket_core_screener
NVDO,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0,NVDA,1.723,bucket_core_screener,post_start,1,0.0,bucket_core_screener
NVDS,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,NVDA,1.486,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
OSCG,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0,OSCR,1.99,bucket_core_screener,post_start,1,0.0,bucket_core_screener
ORLG,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,ORLY,1.997,bucket_core_screener,post_start,1,0.006396277064391424,bucket_core_screener
PBRG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,PBR,1.992,bucket_core_screener,post_start,1,0.0,bucket_core_screener
PAAU,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,PAAS,1.998,bucket_core_screener,post_start,1,0.0,bucket_core_screener
FNGD,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,XLK,2.929,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
NVD,670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,0.0,0.0,0.0,0.0,0,NVDA,2.002,bucket_core_screener,post_start,1,0.0,bucket_core_screener
ONDG,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,ONDS,2.004,bucket_core_screener,post_start,1,0.0041409089374409075,bucket_core_screener
ONDL,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0,ONDS,1.997,bucket_core_screener,post_start,1,0.0019830115134713893,bucket_core_screener
QBY,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0,QBTS,0.285,bucket_whitelist,post_start,0,0.009251838538957658,bucket_whitelist
OKTG,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,OKTA,2.002,bucket_core_screener,post_start,1,0.0030810631572512543,bucket_core_screener
PYPU,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,PYPL,2.0,bucket_core_screener,post_start,1,0.0,bucket_core_screener
PYPG,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,0.0,0,PYPL,2.001,bucket_core_screener,post_start,0,0.0,bucket_core_screener
PLUL,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,PLUG,1.988,bucket_core_screener,post_start,1,0.0031066752110616453,bucket_core_screener
OKLS,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0,OKLO,2.0,bucket_core_screener,post_start,1,0.0,bucket_core_screener
PLU,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0,PL,1.99,bucket_core_screener,post_start,1,0.0,bucket_core_screener
CRMU,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,CRML,1.986,bucket_core_screener,post_start,1,0.008305312338676384,bucket_core_screener
CRDX,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,CRDD,1.998,bucket_core_screener,post_start,1,0.0,bucket_core_screener
CRCG,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0,CRCL,1.993,bucket_core_screener,post_start,0,0.0031747494654703013,bucket_core_screener
ORCU,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,ORCL,2.0,bucket_core_screener,post_start,0,0.0035745034037492776,bucket_core_screener
OPEG,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0,OPEN,2.002,bucket_core_screener,post_start,1,0.004926026239694752,bucket_core_screener
FUTG,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0,FUTU,1.997,bucket_core_screener,post_start,1,0.0,bucket_core_screener
GEMG,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0,GEMI,1.996,bucket_core_screener,post_start,1,0.0032467810541122665,bucket_core_screener
ELIL,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0,LLY,1.992,bucket_core_screener,post_start,0,0.0,bucket_core_screener
ERX,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,XLE,2.002,bucket_core_screener,incumbent,0,0.0,bucket_core_screener
DXD,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,DIA,2.002,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
PLOO,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0,PLTR,1.727,bucket_core_screener,post_start,1,0.0,bucket_core_screener
REW,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,XLK,2.002,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
RDYY,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0,NAN,1.0,bucket_whitelist,post_start,0,0.0,bucket_whitelist
PDDL,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,0,PDD,2.004,bucket_core_screener,post_start,1,0.0,bucket_core_screener
RGTZ,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0,RGTI,1.987,bucket_core_screener,post_start,1,0.0,bucket_core_screener
COIO,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0,COIN,1.73,bucket_core_screener,post_start,1,0.0,bucket_core_screener
COHX,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,COHR,2.002,bucket_core_screener,post_start,1,0.0016354662094090681,bucket_core_screener
CNCG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,CNC,2.003,bucket_core_screener,post_start,1,0.013213627442086958,bucket_core_screener
CMGG,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,CMG,1.999,bucket_core_screener,post_start,1,0.006772169657617749,bucket_core_screener
CLSZ,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,CLSK,2.016,bucket_4_inverse_decay,post_start,1,0.003378033621103101,bucket_4_inverse_decay
DAMD,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0,AMD,2.019,bucket_4_inverse_decay,post_start,1,0.0038949965581443753,bucket_4_inverse_decay
RDWU,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,RDW,1.999,bucket_core_screener,post_start,1,0.0,bucket_core_screener
RCAX,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,RCAT,2.004,bucket_core_screener,post_start,1,0.007382244491820069,bucket_core_screener
CSCL,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,0.0,0,CSCO,2.002,bucket_core_screener,post_start,0,0.0,bucket_core_screener
CSEX,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0,CLS,2.005,bucket_core_screener,post_start,0,0.007823451274806601,bucket_core_screener
SMCX,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.0,0.0,0.0,0.0,0,SMCI,1.991,bucket_core_screener,post_start,1,0.0,bucket_core_screener
QID,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,QQQ,1.997,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
SKF,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,XLF,1.999,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
SDOW,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,DIA,3.0,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
SCO,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,USO,1.734,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
QCML,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,0.0,0,QCOM,1.994,bucket_core_screener,post_start,1,0.0,bucket_core_screener
SBU,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,SBUX,1.997,bucket_core_screener,post_start,1,0.0,bucket_core_screener
SATG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,SATS,2.0,bucket_core_screener,post_start,0,0.001753618388810475,bucket_core_screener
RVNL,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0.0,0,RIVN,1.991,bucket_core_screener,post_start,1,0.0,bucket_core_screener
RTXG,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,0,RTX,2.012,bucket_core_screener,post_start,1,0.0,bucket_core_screener
CRCD,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0,CRCL,2.013,bucket_4_inverse_decay,post_start,1,0.0002665986486600116,bucket_4_inverse_decay
CRCA,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0,CRCL,1.991,bucket_core_screener,post_start,0,0.0022715643532335173,bucket_core_screener
NUG,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,NU,2.006,bucket_core_screener,post_start,1,0.0017136426994560818,bucket_core_screener
NIOG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,NIO,1.99,bucket_core_screener,post_start,1,0.0017038173140020505,bucket_core_screener
BMNZ,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0,BMNR,1.999,bucket_4_inverse_decay,post_start,1,0.00032781832545228856,bucket_4_inverse_decay
BRKU,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0,0.0,0,BRK-B,1.985,bucket_core_screener,post_start,1,0.0,bucket_core_screener
BTCZ,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,0.0,0.0,0.0,0.0,0,IBIT,2.001,bucket_core_screener,post_start,1,0.0,bucket_core_screener
BU,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,B,2.008,bucket_core_screener,post_start,1,0.002178018544118451,bucket_core_screener
CONX,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,COIN,2.001,bucket_core_screener,post_start,1,0.0012791113539623985,bucket_core_screener
BMNU,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0,BMNR,1.995,bucket_core_screener,post_start,0,0.0009361724557726568,bucket_core_screener
COTG,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0,COST,2.006,bucket_core_screener,post_start,0,0.0,bucket_core_screener
BMNG,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0,BMNR,2.001,bucket_core_screener,post_start,0,0.0020668038527422035,bucket_core_screener
SOLT,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0,SOEZ,2.008,bucket_core_screener,post_start,0,0.005504331043897414,bucket_core_screener
SOFA,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,SOFI,2.005,bucket_core_screener,post_start,1,0.0028436771163533148,bucket_core_screener
SNXX,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,SNDK,1.991,bucket_core_screener,post_start,1,0.007386963180397351,bucket_core_screener
SNDU,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,SNDK,1.995,bucket_core_screener,post_start,1,0.0,bucket_core_screener
SNAG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,SNAP,2.002,bucket_core_screener,post_start,1,0.006161449294139934,bucket_core_screener
RKTL,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,RKT,2.008,bucket_core_screener,post_start,1,0.008569704732096076,bucket_core_screener
RKLZ,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,RKLB,2.009,bucket_core_screener,post_start,1,0.0,bucket_core_screener
COPZ,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,COPX,1.998,bucket_core_screener,post_start,1,0.005583005508897658,bucket_core_screener
SMCZ,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,0.0,0,SMCI,2.009,bucket_4_inverse_decay,post_start,1,0.004273062887659858,bucket_4_inverse_decay
TQQQ,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,QQQ,2.389,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
TERG,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,TER,1.999,bucket_core_screener,post_start,0,0.0016824186305257939,bucket_core_screener
TMV,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,TLT,2.99,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
TBX,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,TLT,1.367,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
TBT,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,TLT,1.996,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
STSM,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,TSM,2.002,bucket_core_screener,post_start,1,0.0,bucket_core_screener
TECS,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,XLK,2.995,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
STLU,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,STLR,1.999,bucket_core_screener,post_start,1,0.0,bucket_core_screener
SPXU,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,SPY,2.994,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
BEG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,BE,1.989,bucket_core_screener,post_start,1,0.0006128124363657095,bucket_core_screener
BEX,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0,BE,1.988,bucket_core_screener,post_start,0,0.006785223131269497,bucket_core_screener
BABU,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,BABA,2.01,bucket_core_screener,post_start,1,0.002331833538766363,bucket_core_screener
SMZ,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,SMR,1.994,bucket_4_inverse_decay,post_start,1,0.004753972529167627,bucket_4_inverse_decay
SMST,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.0,0.0,0.0,0.0,0,MSTR,1.98,bucket_core_screener,post_start,1,0.0,bucket_core_screener
SOLX,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0,GSOL,1.995,bucket_core_screener,post_start,1,0.006178821241062929,bucket_core_screener
CIFG,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0,CIFR,1.993,bucket_core_screener,post_start,1,0.0037560701114209747,bucket_core_screener
CIFU,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,CIFR,1.997,bucket_core_screener,post_start,1,0.000482967611165192,bucket_core_screener
AXPG,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,AXP,2.008,bucket_core_screener,post_start,1,0.0,bucket_core_screener
CHNU,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,CHNL,2.0,bucket_core_screener,post_start,1,0.0,bucket_core_screener
SPXL,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,SPY,2.387,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
SPOG,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,SPOT,1.996,bucket_core_screener,post_start,1,0.0017593749208525444,bucket_core_screener
CCUP,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0,CRCL,1.992,bucket_core_screener,post_start,1,0.0011189400879445777,bucket_core_screener
CHAU,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,ASHR,1.985,bucket_core_screener,incumbent,0,0.0,bucket_core_screener
TWM,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,IWM,2.001,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
TXNU,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,TXN,1.988,bucket_core_screener,post_start,1,0.0,bucket_core_screener
TSLO,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0,TSLA,1.724,bucket_core_screener,post_start,1,0.0,bucket_core_screener
TSMX,386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0.0,0.0,0.0,0.0,0,TSM,1.998,bucket_core_screener,post_start,1,0.0,bucket_core_screener
UPSG,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0,UPS,2.013,bucket_core_screener,post_start,1,0.0,bucket_core_screener
UNHU,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,UNH,1.99,bucket_core_screener,post_start,1,0.0,bucket_core_screener
UECG,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,UEC,1.996,bucket_core_screener,post_start,1,0.006307832582195363,bucket_core_screener
SPXS,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,SPY,2.996,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
TZA,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,IWM,2.998,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
TXXS,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,TSUI,2.0,bucket_core_screener,post_start,1,0.006088290078535305,bucket_core_screener
BLSG,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0,BLSH,2.0,bucket_core_screener,post_start,1,0.005864038906483448,bucket_core_screener
TXXD,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,TDOG,1.998,bucket_core_screener,post_start,1,0.0050748635571272495,bucket_core_screener
BEZ,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,BE,2.01,bucket_core_screener,post_start,1,0.0,bucket_core_screener
TSDD,670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,0.0,0.0,0.0,0.0,0,TSLA,2.01,bucket_core_screener,post_start,1,0.0,bucket_core_screener
ZETX,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,ZETA,2.005,bucket_core_screener,post_start,1,0.004019204771247701,bucket_core_screener
BIDG,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,BIDU,2.003,bucket_core_screener,post_start,1,0.0,bucket_core_screener
XXRP,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0,XRPZ,2.004,bucket_core_screener,post_start,0,0.0018065200654518094,bucket_core_screener
XRPT,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0,XRPZ,2.0,bucket_core_screener,post_start,0,0.0011247820583803548,bucket_core_screener
XPEG,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,XPEV,2.005,bucket_core_screener,post_start,1,0.0017195577320951968,bucket_core_screener
XRPK,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0,XRPZ,1.987,bucket_core_screener,post_start,1,0.002394729710611968,bucket_core_screener
XOMX,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0.0,0,XOM,2.0,bucket_core_screener,post_start,0,0.0,bucket_core_screener
WEBS,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0,XLK,2.822,bucket_core_screener,incumbent,1,0.0,bucket_core_screener
WDCX,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,WDC,2.001,bucket_core_screener,post_start,0,0.007463518108950468,bucket_core_screener
AALG,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,0.0,0,AAL,2.0,bucket_core_screener,post_start,1,0.0,bucket_core_screener
AZYY,157,0.0,-107.39995288848877,-107.39995288848877,41.61665446380375,0.0,0.0,17.23141714925713,-17.23141714925713,2.6010428106858656,2561.484356880188,34,1205.420133821524,2597.814920425415,-134.38623301372124,81.25,34,AMZN,0.613,bucket_3_inverse,post_start,0,0.0,bucket_3_inverse
NVYY,243,0.0,-149.58259677886963,-149.58259677886963,126.6830307620354,0.0,0.0,53.165893823323245,-53.165893823323245,4.231355101454686,4147.848021507263,52,2307.2737421341885,4388.101053237915,-227.33108881903647,92.85714285714286,52,NVDA,0.619,bucket_3_inverse,post_start,0,0.0,bucket_3_inverse
TQQY,297,0.0,-395.80546283721924,-395.80546283721924,1306.2754920771824,0.0,0.0,83.62323983895222,-83.62323983895222,5.275543044925591,5242.590668678284,63,2909.1245279504797,5565.725077629089,-1623.733258120375,100.0,63,QQQ,0.935,bucket_3_inverse,post_start,0,0.0,bucket_3_inverse
RGTU,215,88967.48216247559,-91421.33553123474,-2453.8533687591553,11422.254101593033,0.0,878.0526177579648,662.1378774168586,215.91474034110615,931.7182726706609,785500.0365514755,46,90794.5277487023,222574.80647277832,-15023.740483363956,0.0,0,RGTI,1.99,bucket_core_screener,post_start,1,0.0004166067611630874,bucket_core_screener
PTIR,416,447473.8969345093,-451318.63202023506,-3844.7350857257843,0.0,0.0,4771.60101264158,3361.287672856914,1410.3133397846661,2864.9958744099604,2712348.7727487087,88,212534.13332672016,780032.1138234138,-8120.044299920411,0.0,0,PLTR,1.996,bucket_core_screener,post_start,0,0.0031101851257124696,bucket_core_screener
