ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,reduce_only,keep_open,hard_exit,_plan_date
URAA,URA,1.932456,443,ols,0.030349,45000,0.030349,False,False,35.47999954223633,0.030349,1.0,False,True,False,False,False,False,True,False,False,False,0.882262,0.380831,0.439355,0.173916,0.380831,0.3504819999999999,0.3504819999999999,0.483114,0.5797367999999999,0.5,0.5797367999999999,0.3504819999999999,net_decay_annual,0.030349,ETF_LS,5027.705402726635,-2601.717918921121,5027.705402726635,-2601.717918921121,5027.705402726635,0.0,-0.0,5027.705402726635,core_leveraged,0.5,1.0,7604.653663692482,5011.382472686553,-2593.271191005929,5011.382472686553,-2593.271191005929,7604.653663692482,5011.382472686553,-2593.271191005929,normal,,7629.423321647756,1.0,0.0,,False,0.0,0.0,haircut,haircut,-24.769657955273946,1.003257171075855,False,False,False,2026-04-04
MSTU,MSTR,1.966006,385,ols,0.300998,2600000,0.300998,False,False,3.900000095367432,0.300998,1.0,False,False,True,False,False,True,False,True,False,False,1.71387,1.086041,0.882945,0.74029,1.086041,0.785043,0.785043,0.4915015,0.5898017999999999,0.5,0.5898017999999999,0.785043,net_decay_annual,0.300998,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-04
NVDX,NVDA,1.997758,501,ols,0.110286,100000,0.110286,False,False,14.395000457763672,0.110286,1.0,False,True,False,False,False,False,True,False,False,False,0.989969,0.411402,0.495014,0.244215,0.411402,0.301116,0.301116,0.4994395,0.5993274,0.5,0.5993274,0.301116,net_decay_annual,0.110286,ETF_LS,3339.493381566009,-1671.6205774503262,3339.493381566009,-1671.6205774503262,17594.93209521507,0.0,-0.0,17594.93209521507,core_leveraged,0.5,1.0,4994.844894696945,3328.651394522166,-1666.193500174779,3328.651394522166,-1666.193500174779,4994.844894696945,3328.651394522166,-1666.193500174779,normal,,5011.113959016335,1.0,0.0,,False,0.0,0.0,haircut,haircut,-16.269064319390054,1.003257171075855,False,False,False,2026-04-04
TSLT,TSLA,1.992568,501,ols,0.088339,200000,0.088339,False,False,15.93000030517578,0.088339,1.0,False,True,False,False,False,False,True,False,False,False,1.249387,0.534539,0.626789,0.388496,0.534539,0.4462,0.4462,0.498142,0.5977703999999999,0.5,0.5977703999999999,0.4462,net_decay_annual,0.088339,ETF_LS,7201.92386996153,-3614.393019441008,7201.92386996153,-3614.393019441008,29092.852551169515,0.0,-0.0,29092.852551169515,core_leveraged,0.5,1.0,10781.200674402888,7178.542130168341,-3602.6585442345463,7178.542130168341,-3602.6585442345463,10781.200674402888,7178.542130168341,-3602.6585442345463,normal,,10816.316889402538,1.0,0.0,,False,0.0,0.0,haircut,haircut,-35.116214999650765,1.0032571710758549,False,False,False,2026-04-04
BTCL,IBIT,2.006125,434,ols,0.044581,15000,0.044581,False,False,14.869999885559082,0.044581,1.0,False,True,False,False,False,False,True,False,False,False,1.002404,0.42922,0.499733,0.252032,0.42922,0.384639,0.384639,0.50153125,0.6018374999999999,0.50153125,0.6018374999999999,0.384639,net_decay_annual,0.044581,ETF_LS,5749.376714509497,-2865.911503275966,5749.376714509497,-2865.911503275966,16620.759506075057,0.0,-0.0,16620.759506075057,core_leveraged,0.5,1.0,8587.317854450772,5730.710809018273,-2856.6070454324995,5730.710809018273,-2856.6070454324995,8587.317854450772,5730.710809018273,-2856.6070454324995,normal,,8615.288217785463,1.0,0.0,,False,0.0,0.0,haircut,haircut,-27.970363334690774,1.003257171075855,False,False,False,2026-04-04
ETU,ETHA,1.989479,359,ols,0.0435409999999999,8000,0.0435409999999999,False,False,5.730000019073486,0.0435409999999999,1.0,False,True,False,False,False,False,True,False,False,False,1.518212,0.750045,0.749864,0.553453,0.750045,0.706504,0.706504,0.49736975,0.5968437,0.5,0.5968437,0.706504,net_decay_annual,0.0435409999999999,ETF_LS,17130.953367607992,-8610.773658635248,17130.953367607992,-8610.773658635248,52771.00463232622,0.0,-0.0,52771.00463232622,core_leveraged,0.5,1.0,25658.15402907988,17075.33607682804,-8582.81795225184,17075.33607682804,-8582.81795225184,25658.15402907988,17075.33607682804,-8582.81795225184,normal,,25741.72702624324,1.0,0.0,,False,0.0,0.0,haircut,haircut,-83.57299716335547,1.003257171075855,False,False,False,2026-04-04
CCUP,CRCL,1.98429,162,ols,0.2051569999999999,300000,0.2051569999999999,False,False,4.119999885559082,0.2051569999999999,1.0,False,True,False,False,False,False,True,False,False,False,1.947428,1.021164,1.190453,1.383957,1.150733,0.8160069999999999,0.945576,0.4960725,0.595287,0.5,0.595287,0.8160069999999999,net_decay_annual,0.2051569999999999,ETF_LS,20240.8977910702,-10200.57440750606,20240.8977910702,-10200.57440750606,78530.16885952394,0.0,-0.0,78530.16885952394,core_leveraged,0.5,1.0,30342.641025861773,20175.18376605734,-10167.457259804434,20175.18376605734,-10167.457259804434,30342.641025861773,20175.18376605734,-10167.457259804434,normal,,30441.47219857626,1.0,0.0,,False,0.0,0.0,haircut,haircut,-98.83117271448646,1.0032571710758549,False,False,False,2026-04-04
CRWU,CRWV,1.988541,172,ols,0.208024,250000,0.208024,False,False,4.96999979019165,0.208024,1.0,False,True,False,False,False,False,True,False,False,False,1.966821,1.136804,1.190455,1.392917,1.21811,0.92878,1.010086,0.49713525,0.5965623,0.5,0.5965623,0.92878,net_decay_annual,0.208024,ETF_LS,25690.365881115704,-12919.203517109128,25690.365881115704,-12919.203517109128,81183.36485443971,-678.4608200991131,678.4608200991131,80504.90403434061,core_leveraged,0.5,1.0,38484.21971090562,25606.95963285897,-12877.260078046653,25606.95963285897,-12877.260078046653,38484.21971090562,25606.95963285897,-12877.260078046653,normal,,38609.569398224834,1.0,0.0,,False,0.0,0.0,haircut,haircut,-125.34968731921252,1.003257171075855,False,False,False,2026-04-04
GOOX,GOOGL,1.979172,501,ols,0.018683,100000,0.018683,False,False,58.88999938964844,0.018683,1.0,False,True,False,False,False,False,True,False,False,False,0.598983,0.203422,0.301107,0.087853,0.203422,0.184739,0.184739,0.494793,0.5937515999999999,0.5,0.5937515999999999,0.184739,net_decay_annual,0.018683,ETF_LS,1612.8083731372692,-814.8904557750762,1612.8083731372692,-814.8904557750762,2561.73610612972,0.0,-0.0,2561.73610612972,core_leveraged,0.5,1.0,2419.817070740669,1607.57223534994,-812.244835390729,1607.57223534994,-812.244835390729,2419.817070740669,1607.57223534994,-812.244835390729,normal,,2427.6988289123456,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.881758171676665,1.003257171075855,False,False,False,2026-04-04
MSFX,MSFT,2.007171,501,ols,0.06602,25000,0.06602,False,False,15.460000038146973,0.06602,1.0,False,True,False,False,False,False,True,False,False,False,0.486572,0.189132,0.241697,0.059047,0.189132,0.1231119999999999,0.1231119999999999,0.50179275,0.6021513,0.50179275,0.6021513,0.1231119999999999,net_decay_annual,0.06602,ETF_LS,640.7010611700214,-319.2060174095886,640.7010611700214,-319.2060174095886,2064.0615143992136,0.0,-0.0,2064.0615143992136,core_leveraged,0.5,1.0,956.7906477560904,638.6209634394717,-318.1696843166186,638.6209634394717,-318.1696843166186,956.7906477560904,638.6209634394717,-318.1696843166186,normal,,959.90707857961,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.116430823519636,1.0032571710758549,False,False,False,2026-04-04
NFLU,NFLX,1.991516,378,ols,0.037755,10000,0.037755,False,False,33.63999938964844,0.037755,1.0,False,True,False,False,False,False,True,False,False,False,0.692831,0.232843,0.33063,0.107929,0.232843,0.1950879999999999,0.1950879999999999,0.497879,0.5974548,0.5,0.5974548,0.1950879999999999,net_decay_annual,0.037755,ETF_LS,1696.9153531867682,-852.0721667246299,1696.9153531867682,-852.0721667246299,2148.46270676826,0.0,-0.0,2148.46270676826,core_leveraged,0.5,1.0,2540.7119863174867,1691.4061539844868,-849.3058323329999,1691.4061539844868,-849.3058323329999,2540.7119863174867,1691.4061539844868,-849.3058323329999,normal,,2548.987519911398,1.0,0.0,,False,0.0,0.0,haircut,haircut,-8.275533593911405,1.003257171075855,False,False,False,2026-04-04
ROBN,HOOD,2.011229,293,ols,0.093434,100000,0.093434,False,False,16.969999313354492,0.093434,1.0,False,True,False,False,False,False,True,False,False,False,1.520961,0.747398,0.706668,0.507822,0.747398,0.653964,0.653964,0.50280725,0.6033687,0.50280725,0.6033687,0.653964,net_decay_annual,0.093434,ETF_LS,14362.8335323285,-7141.32181483486,14362.8335323285,-7141.32181483486,34098.909844830574,0.0,-0.0,34098.909844830574,core_leveraged,0.5,1.0,21434.34003477206,14316.203209319045,-7118.136825453015,14316.203209319045,-7118.136825453015,21434.34003477206,14316.203209319045,-7118.136825453015,normal,,21504.15534716336,1.0,0.0,,False,0.0,0.0,haircut,haircut,-69.81531239129981,1.0032571710758549,False,False,False,2026-04-04
DJTU,DJT,2.007331,272,ols,0.260385,150000,0.3296012568702839,False,False,1.5800000429153442,0.260385,1.2658227504283424,False,False,True,False,False,True,False,True,False,False,1.465475,0.830072,0.975018,0.96114,0.830072,0.5004707431297162,0.5004707431297162,0.50183275,0.6021993,0.50183275,0.6021993,0.5004707431297162,net_decay_annual,0.3296012568702839,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-04
RBLU,RBLX,2.018114,272,ols,0.077518,30000,0.077518,False,False,13.329999923706056,0.077518,1.0,False,True,False,False,False,False,True,False,False,False,1.129302,0.50344,0.526309,0.284573,0.50344,0.425922,0.425922,0.5045285,0.6054342,0.5045285,0.6054342,0.425922,net_decay_annual,0.077518,ETF_LS,6652.404723000416,-3296.34734360914,6652.404723000416,-3296.34734360914,6652.404723000416,0.0,-0.0,6652.404723000416,core_leveraged,0.5,1.0,9916.452484402273,6630.807050067362,-3285.6454343349096,6630.807050067362,-3285.6454343349096,9916.452484402273,6630.807050067362,-3285.6454343349096,normal,,9948.752066609555,1.0,0.0,,False,0.0,0.0,haircut,haircut,-32.2995822072844,1.0032571710758549,False,False,False,2026-04-04
SNOU,SNOW,2.016265,236,ols,0.006679,7000,0.006679,False,False,18.040000915527344,0.006679,1.0,False,True,False,False,False,False,True,False,False,False,0.991709,0.344964,0.522942,0.280176,0.34085,0.338285,0.334171,0.50406625,0.6048795,0.50406625,0.6048795,0.338285,net_decay_annual,0.006679,ETF_LS,4782.929689810838,-2372.173146789156,4782.929689810838,-2372.173146789156,4782.929689810838,0.0,-0.0,4782.929689810838,core_leveraged,0.5,1.0,7131.873105803104,4767.401447708374,-2364.4716580947315,4767.401447708374,-2364.4716580947315,7131.873105803104,4767.401447708374,-2364.4716580947315,normal,,7155.102836599994,1.0,0.0,,False,0.0,0.0,haircut,haircut,-23.22973079688927,1.0032571710758549,False,False,False,2026-04-04
GLXU,GLXY,2.011133,163,ols,0.095379,65000,0.095379,False,False,4.599999904632568,0.095379,1.0,False,True,False,False,False,False,True,False,False,False,1.847241,1.073823,0.897943,0.819816,0.984114,0.978444,0.888735,0.50278325,0.6033399,0.50278325,0.6033399,0.978444,net_decay_annual,0.095379,ETF_LS,29672.87490700746,-14754.307600246952,29672.87490700746,-14754.307600246952,29672.87490700746,0.0,-0.0,29672.87490700746,core_leveraged,0.5,1.0,44282.94537841418,29576.539059459097,-14706.406318955083,29576.539059459097,-14706.406318955083,44282.94537841418,29576.539059459097,-14706.406318955083,normal,,44427.182507254416,1.0,0.0,,False,0.0,0.0,haircut,haircut,-144.23712884023553,1.0032571710758549,False,False,False,2026-04-04
AFRU,AFRM,1.948468,137,ols,0.151073,4000,0.151073,False,False,4.820000171661377,0.151073,1.0,False,True,False,False,False,False,True,False,False,False,1.198602,0.672949,0.75418,0.525577,0.605696,0.521876,0.454623,0.487117,0.5845404,0.5,0.5845404,0.521876,net_decay_annual,0.151073,ETF_LS,9162.583028165667,-4702.45496880917,9162.583028165667,-4702.45496880917,9162.583028165667,0.0,-0.0,9162.583028165667,core_leveraged,0.5,1.0,13820.02381513655,9132.83581949388,-4687.187995642669,9132.83581949388,-4687.187995642669,13820.02381513655,9132.83581949388,-4687.187995642669,normal,,13865.03799697484,1.0,0.0,,False,0.0,0.0,haircut,haircut,-45.014181838289005,1.0032571710758549,False,False,False,2026-04-04
KTUP,KTOS,2.027311,137,ols,0.1783549999999999,15000,0.1783549999999999,False,False,14.0,0.1783549999999999,1.0,False,True,False,False,False,False,True,False,False,False,1.552088,0.810885,0.564638,0.331996,0.592344,0.63253,0.413989,0.50682775,0.6081933,0.50682775,0.6081933,0.63253,net_decay_annual,0.1783549999999999,ETF_LS,12663.387482118467,-6246.396079397028,12663.387482118467,-6246.396079397028,12663.387482118467,0.0,-0.0,12663.387482118467,core_leveraged,0.5,1.0,18848.39112710988,12622.27457446303,-6226.116552646846,12622.27457446303,-6226.116552646846,18848.39112710988,12622.27457446303,-6226.116552646846,normal,,18909.783561515495,1.0,0.0,,False,0.0,0.0,haircut,haircut,-61.39243440562132,1.0032571710758549,False,False,False,2026-04-04
TTDU,TTD,1.995609,136,ols,0.131873,30000,0.131873,False,False,4.599999904632568,0.131873,1.0,False,True,False,False,False,False,True,False,False,False,1.010518,0.518518,0.621259,0.383424,0.456332,0.386645,0.324459,0.49890225,0.5986827,0.5,0.5986827,0.386645,net_decay_annual,0.131873,ETF_LS,5237.663484045808,-2624.5940382338463,5237.663484045808,-2624.5940382338463,5237.663484045808,0.0,-0.0,5237.663484045808,core_leveraged,0.5,1.0,7836.731945657031,5220.65890486398,-2616.073040793051,5220.65890486398,-2616.073040793051,7836.731945657031,5220.65890486398,-2616.073040793051,normal,,7862.257522279654,1.0,0.0,,False,0.0,0.0,haircut,haircut,-25.525576622622797,1.0032571710758549,False,False,False,2026-04-04
BMNU,BMNR,1.946579,129,ols,0.221388,500000,0.2604564632826283,False,False,1.7000000476837158,0.221388,1.1764705552361838,False,True,False,False,False,False,True,False,False,False,2.054452,1.672566,1.06323,1.041486,1.364539,1.4121095367173715,1.1040825367173717,0.48664475,0.5839737,0.5,0.5839737,1.4121095367173715,net_decay_annual,0.2604564632826283,ETF_LS,54945.62131262564,-28226.761571262014,54945.62131262564,-28226.761571262014,120363.88326116442,0.0,-0.0,120363.88326116442,core_leveraged,0.5,1.0,82902.35572868795,54767.23505868794,-28135.120670000004,54767.23505868794,-28135.120670000004,82902.35572868795,54767.23505868794,-28135.120670000004,normal,,83172.38288388767,1.0,0.0,,False,0.0,0.0,haircut,haircut,-270.0271551997139,1.0032571710758549,False,False,False,2026-04-04
SBTU,SBET,2.024281,112,ols,0.063446,25000,0.063446,False,False,2.869999885559082,0.063446,1.0,False,True,False,False,False,False,True,False,False,False,1.749919,0.881482,0.864464,0.774736,0.822179,0.818036,0.758733,0.50607025,0.6072843,0.50607025,0.6072843,0.818036,net_decay_annual,0.063446,ETF_LS,21825.21400440803,-10781.711632134087,21825.21400440803,-10781.711632134087,21825.21400440803,0.0,-0.0,21825.21400440803,core_leveraged,0.5,1.0,32501.064110586613,21754.356344150023,-10746.707766436588,21754.356344150023,-10746.707766436588,32501.064110586613,21754.356344150023,-10746.707766436588,normal,,32606.92563654212,1.0,0.0,,False,0.0,0.0,haircut,haircut,-105.86152595550448,1.0032571710758549,False,False,False,2026-04-04
CIFU,CIFR,1.985336,89,ols,0.318553,20000,0.318553,False,False,11.9399995803833,0.318553,1.0,False,False,True,False,False,True,False,True,False,False,2.089191,1.326331,1.114893,1.215779,1.254823,1.007778,0.93627,0.496334,0.5956007999999999,0.5,0.5956007999999999,1.007778,net_decay_annual,0.318553,ETF_LS,0.0,0.0,0.0,0.0,33669.72729026258,0.0,-0.0,33669.72729026258,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-04
SOLX,GSOL,1.974781,82,ols,0.053175,500,0.053175,False,False,8.180000305175781,0.053175,1.0,False,True,False,False,False,False,True,False,True,False,1.554717,0.740673,1.125252,1.218697,1.06315,0.687498,1.009975,0.49369525,0.5924343,0.5,0.5924343,0.687498,net_decay_annual,0.053175,ETF_LS,8076.854591327668,-4090.0001525878906,8076.854591327668,-4090.0001525878906,8076.854591327668,0.0,-0.0,8076.854591327668,core_leveraged,0.5,1.0,24427.334708048984,16215.86142378067,-8211.473284268317,16215.86142378067,-8211.473284268317,24427.334708048984,16215.86142378067,-8211.473284268317,normal,no_locate,12166.854743915555,1.0,0.0,,False,0.0,0.0,haircut,shares_available,12260.479964133428,0.4980835973032494,False,False,False,2026-04-04
XRPK,XRPZ,1.957244,82,ols,,0,0.0,False,True,7.485000133514404,,1.0,False,False,False,False,False,False,True,False,True,False,1.624354,1.04302,0.822292,0.633417,0.766701,1.04302,0.766701,0.489311,1.0,0.5,1.0,1.04302,net_decay_annual,,ETF_LS,35041.174735702414,-17903.324642048927,35041.174735702414,-17903.324642048927,111840.03847834324,0.0,-0.0,111840.03847834324,core_leveraged,0.5,1.0,52772.60995899552,34927.4101854917,-17845.199773503817,34927.4101854917,-17845.199773503817,52772.60995899552,34927.4101854917,-17845.199773503817,normal,no_locate,52944.49937775134,1.0,0.0,,False,0.0,0.0,haircut,haircut,-171.88941875581804,1.003257171075855,False,False,False,2026-04-04
XRPT,XRPZ,2.016112,88,ols,0.088983,10000,0.088983,False,False,38.11100006103516,0.088983,1.0,False,True,False,False,False,False,True,False,False,False,1.592043,0.909686,0.822292,0.692593,0.768403,0.820703,0.6794199999999999,0.504028,0.6048336,0.504028,0.6048336,0.820703,net_decay_annual,0.088983,ETF_LS,21685.23235446006,-10755.96611421392,21685.23235446006,-10755.96611421392,111840.03847834324,0.0,-0.0,111840.03847834324,core_leveraged,0.5,1.0,32335.874991937777,21614.82915811669,-10721.045833821085,21614.82915811669,-10721.045833821085,32335.874991937777,21614.82915811669,-10721.045833821085,normal,,32441.198468673974,1.0,0.0,,False,0.0,0.0,haircut,haircut,-105.32347673620096,1.0032571710758549,False,False,False,2026-04-04
GMEU,GME,1.965364,236,ols,0.218885,10000,0.218885,False,False,10.454999923706056,0.218885,1.0,False,True,False,False,False,False,True,False,False,False,0.887196,0.607669,0.444346,0.187304,0.580979,0.388784,0.362094,0.491341,0.5896092,0.5,0.5896092,0.388784,net_decay_annual,0.218885,ETF_LS,4770.064920770568,-2427.06436098889,4770.064920770568,-2427.06436098889,4770.064920770568,0.0,-0.0,4770.064920770568,core_leveraged,0.5,1.0,7173.7631080588535,4754.578445380392,-2419.1846626784613,4754.578445380392,-2419.1846626784613,7173.7631080588535,4754.578445380392,-2419.1846626784613,normal,,7197.1292817594585,1.0,0.0,,False,0.0,0.0,haircut,haircut,-23.36617370060503,1.003257171075855,False,False,False,2026-04-04
APLX,APLD,1.994403,142,ols,0.137152,25000,0.137152,False,False,11.65999984741211,0.137152,1.0,False,True,False,False,False,False,True,False,False,False,2.20212,1.375182,1.324232,1.738896,1.533946,1.23803,1.396794,0.49860075,0.5983208999999999,0.5,0.5983208999999999,1.23803,net_decay_annual,0.137152,ETF_LS,44680.59165957929,-22402.99059898089,44680.59165957929,-22402.99059898089,44680.59165957929,-606.01971320568,606.01971320568,44074.57194637361,core_leveraged,0.5,1.0,66865.7889448448,44535.531813508496,-22330.257131336293,44535.531813508496,-22330.257131336293,66865.7889448448,44535.531813508496,-22330.257131336293,normal,,67083.58225856019,1.0,0.0,,False,0.0,0.0,haircut,haircut,-217.79331371538865,1.003257171075855,False,False,False,2026-04-04
APPX,APP,1.986212,235,ols,0.048305,250000,0.048305,False,False,25.68000030517578,0.048305,1.0,False,True,False,False,False,False,True,False,False,False,1.420916,0.663497,0.820571,0.659475,0.663226,0.615192,0.6149209999999999,0.496553,0.5958636,0.5,0.5958636,0.615192,net_decay_annual,0.048305,ETF_LS,13354.554264569806,-6723.629836376885,13354.554264569806,-6723.629836376885,13354.554264569806,0.0,-0.0,13354.554264569806,core_leveraged,0.5,1.0,20012.99834160728,13311.197417356996,-6701.800924250279,13311.197417356996,-6701.800924250279,20012.99834160728,13311.197417356996,-6701.800924250279,normal,,20078.18410094669,1.0,0.0,,False,0.0,0.0,haircut,haircut,-65.18575933941611,1.0032571710758549,False,False,False,2026-04-04
ARCX,ACHR,1.986338,204,ols,0.137541,15000,0.137541,False,False,15.970000267028809,0.137541,1.0,False,True,False,False,False,False,True,False,False,False,1.450344,0.699339,0.872352,0.745474,0.708127,0.561798,0.5705859999999999,0.4965845,0.5959013999999999,0.5,0.5959013999999999,0.561798,net_decay_annual,0.137541,ETF_LS,10560.400299910169,-5316.51727949129,10560.400299910169,-5316.51727949129,10560.400299910169,0.0,-0.0,10560.400299910169,core_leveraged,0.5,1.0,15825.371636641932,10526.114942777427,-5299.256693864503,10526.114942777427,-5299.256693864503,15825.371636641932,10526.114942777427,-5299.256693864503,normal,,15876.91757940146,1.0,0.0,,False,0.0,0.0,haircut,haircut,-51.54594275952695,1.003257171075855,False,False,False,2026-04-04
ASTX,ASTS,1.989748,183,ols,0.073237,250000,0.073237,False,False,45.0099983215332,0.073237,1.0,False,True,False,False,False,False,True,False,False,False,2.083709,1.22464,1.285708,1.627711,1.335005,1.151403,1.261768,0.497437,0.5969244,0.5,0.5969244,1.151403,net_decay_annual,0.073237,ETF_LS,40232.092667834135,-20219.692477557022,40232.092667834135,-20219.692477557022,40232.092667834135,0.0,-0.0,40232.092667834135,core_leveraged,0.5,1.0,60255.52260001785,40101.47530238011,-20154.047297637742,40101.47530238011,-20154.047297637742,60255.52260001785,40101.47530238011,-20154.047297637742,normal,,60451.78514539116,1.0,0.0,,False,0.0,0.0,haircut,haircut,-196.26254537330533,1.003257171075855,False,False,False,2026-04-04
BEX,BE,1.975847,95,ols,0.111609,100000,0.111609,False,False,16.600000381469727,0.111609,1.0,False,True,False,False,False,False,True,False,False,False,2.141597,1.21641,0.994586,0.953652,1.052708,1.104801,0.941099,0.49396175,0.5927541,0.5,0.5927541,1.104801,net_decay_annual,0.111609,ETF_LS,36912.73437516729,-18681.98012050897,36912.73437516729,-18681.98012050897,36912.73437516729,-672.2546005492196,672.2546005492196,36240.47977461807,core_leveraged,0.5,1.0,55414.220898175685,36792.89362625086,-18621.327271924827,36792.89362625086,-18621.327271924827,55414.220898175685,36792.89362625086,-18621.327271924827,normal,,55594.71449567626,1.0,0.0,,False,0.0,0.0,haircut,haircut,-180.49359750057192,1.0032571710758549,False,False,False,2026-04-04
CEGX,CEG,1.984389,183,ols,0.109375,20000,0.109375,False,False,15.0600004196167,0.109375,1.0,False,True,False,False,False,False,True,False,False,False,0.938003,0.325108,0.585218,0.334502,0.32768,0.215733,0.218305,0.49609725,0.5953166999999999,0.5,0.5953166999999999,0.215733,net_decay_annual,0.109375,ETF_LS,1743.580237381095,-878.6484088457934,1743.580237381095,-878.6484088457934,1743.580237381095,0.0,-0.0,1743.580237381095,core_leveraged,0.5,1.0,2613.7153282591635,1737.9195361358295,-875.7957921233336,1737.9195361358295,-875.7957921233336,2613.7153282591635,1737.9195361358295,-875.7957921233336,normal,,2622.2286462268885,1.0,0.0,,False,0.0,0.0,haircut,haircut,-8.513317967725015,1.003257171075855,False,False,False,2026-04-04
CLSX,CLSK,1.998559,137,ols,0.13913,150000,0.13913,False,False,9.0,0.13913,1.0,False,True,False,False,False,False,True,False,False,False,2.04397,1.253901,0.950425,0.901356,1.093017,1.114771,0.953887,0.49963975,0.5995676999999999,0.5,0.5995676999999999,1.114771,net_decay_annual,0.13913,ETF_LS,36922.626316291615,-18474.624124827744,36922.626316291615,-18474.624124827744,36922.626316291615,-629.7739537379102,629.7739537379102,36292.852362553705,core_leveraged,0.5,1.0,55217.397929698775,36802.75345223517,-18414.6444774636,36802.75345223517,-18414.6444774636,55217.397929698775,36802.75345223517,-18414.6444774636,normal,,55397.25044111936,1.0,0.0,,False,0.0,0.0,haircut,haircut,-179.85251142058405,1.0032571710758549,False,False,False,2026-04-04
COZX,CORZ,2.03878,101,ols,,0,0.0,False,True,10.119999885559082,,1.0,False,False,False,False,False,False,True,False,True,False,1.463823,0.726809,0.861749,0.786367,0.762497,0.726809,0.762497,0.509695,1.0,0.509695,1.0,0.726809,net_decay_annual,,ETF_LS,18309.28189748073,-8980.508881527549,18309.28189748073,-8980.508881527549,18309.28189748073,0.0,-0.0,18309.28189748073,core_leveraged,0.5,1.0,27201.191843706183,18249.839049589405,-8951.35279411678,18249.839049589405,-8951.35279411678,27201.191843706183,18249.839049589405,-8951.35279411678,normal,no_locate,27289.79077900828,1.0,0.0,,False,0.0,0.0,haircut,haircut,-88.59893530209592,1.0032571710758549,False,False,False,2026-04-04
CRDU,CRDO,1.990239,137,ols,0.092595,75000,0.092595,False,False,17.59000015258789,0.092595,1.0,False,True,False,False,False,False,True,False,False,False,1.734385,0.993343,0.908555,0.813425,0.911238,0.900748,0.818643,0.49755975,0.5970717,0.5,0.5970717,0.900748,net_decay_annual,0.092595,ETF_LS,25723.573084012995,-12924.866352238596,25723.573084012995,-12924.866352238596,25723.573084012995,0.0,-0.0,25723.573084012995,core_leveraged,0.5,1.0,38522.96355360856,25640.05902537233,-12882.904528236222,25640.05902537233,-12882.904528236222,38522.96355360856,25640.05902537233,-12882.904528236222,normal,,38648.43943625159,1.0,0.0,,False,0.0,0.0,haircut,haircut,-125.4758826430334,1.003257171075855,False,False,False,2026-04-04
CSEX,CLS,1.996829,95,ols,0.05803,25000,0.05803,False,False,14.619999885559082,0.05803,1.0,False,True,False,False,False,False,True,False,False,False,1.536773,0.647876,0.71025,0.502058,0.557029,0.589846,0.4989989999999999,0.49920725,0.5990487,0.5,0.5990487,0.589846,net_decay_annual,0.05803,ETF_LS,12269.637478079614,-6144.560940410828,12269.637478079614,-6144.560940410828,12269.637478079614,0.0,-0.0,12269.637478079614,core_leveraged,0.5,1.0,18354.414949004306,12229.802917752504,-6124.612031251801,12229.802917752504,-6124.612031251801,18354.414949004306,12229.802917752504,-6124.612031251801,normal,,18414.198418490443,1.0,0.0,,False,0.0,0.0,haircut,haircut,-59.78346948613762,1.003257171075855,False,False,False,2026-04-04
